,name,playerId,position,age,games_played,goals,points,pAssists,sAssists,icetime_per_game,ppg,apg,gpg,goalsFor_team,Predicted Games Played Percentage,Predicted Games Played,Predicted Goals Scored Percentage,Predicted Goals Scored per 82 Games,Predicted Assists Percentage,Predicted Assists per 82 Games,headshot,Predicted Games Played Percentage LSTM,Predicted Goals Scored Percentage LSTM,Predicted Assists Percentage LSTM,Predicted Games Played Percentage GRU,Predicted Goals Scored Percentage GRU,Predicted Assists Percentage GRU,Predicted Games Played LSTM,Predicted Goals Scored per 82 Games LSTM,Predicted Assits per 82 Games LSTM,Predicted Games Played GRU,Predicted Goals Scored per 82 Games GRU,Predicted Assits per 82 Games GRU
454,Klim Kostin,8480011,C,25,35,1.0,7.0,2.0,4.0,10.676666666666668,0.2,0.1714285714285714,0.0285714285714285,208.0,0.5906101,49.0,0.082092,7.0,0.10332149,9.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8480011.png,0.4260323,0.08154913,0.11704267,0.4720025,0.082703106,0.10287958,35.0,7.0,10.0,39.0,7.0,9.0
455,Elias Pettersson,8480012,C,26,64,15.0,45.0,19.0,11.0,18.660416666666663,0.703125,0.46875,0.234375,233.0,0.8955173,74.0,0.3287225,27.0,0.56198263,47.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480012.png,0.9195838,0.40541264,0.58908576,0.83872354,0.31491914,0.520976,76.0,34.0,49.0,69.0,26.0,43.0
456,Gabriel Vilardi,8480014,C,25,71,27.0,61.0,18.0,16.0,18.136150234741784,0.8591549295774648,0.4788732394366197,0.380281690140845,275.0,0.792696,66.0,0.37393677,31.0,0.4008048,33.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480014.png,0.9722959,0.41302338,0.44791737,0.91742367,0.39870667,0.38194916,80.0,34.0,37.0,76.0,33.0,32.0
457,Owen Tippett,8480015,R,25,77,20.0,43.0,16.0,7.0,15.99177489177489,0.5584415584415584,0.2987012987012987,0.2597402597402597,232.0,0.87436765,72.0,0.27734748,23.0,0.29230675,24.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8480015.png,0.93502563,0.20619567,0.2496664,0.8609634,0.2269027,0.23595463,77.0,17.0,21.0,71.0,19.0,20.0
458,Nick Suzuki,8480018,C,25,82,30.0,89.0,33.0,26.0,20.06056910569106,1.0853658536585369,0.7195121951219512,0.3658536585365853,243.0,0.9664443,80.0,0.38530144,32.0,0.6270142,52.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8480018.png,0.96860063,0.38902137,0.61073846,0.87807274,0.3366933,0.5191521,80.0,32.0,51.0,73.0,28.0,43.0
459,Robert Thomas,8480023,C,25,70,21.0,81.0,35.0,25.0,19.95809523809524,1.1571428571428573,0.8571428571428571,0.3,250.0,0.9104523,75.0,0.30722818,26.0,0.8020304,66.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8480023.png,0.9210376,0.35867432,0.7517511,0.7930179,0.26137146,0.6256516,76.0,30.0,62.0,66.0,22.0,52.0
460,Jason Robertson,8480027,L,25,82,35.0,80.0,22.0,23.0,17.79349593495935,0.975609756097561,0.5487804878048781,0.4268292682926829,275.0,0.91473114,76.0,0.45938095,38.0,0.5583388,46.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480027.png,0.92227775,0.3298569,0.5050224,0.917225,0.32094535,0.45977587,76.0,28.0,42.0,76.0,27.0,38.0
461,Morgan Frost,8480028,C,25,81,14.0,37.0,10.0,13.0,15.755349794238684,0.4567901234567901,0.2839506172839506,0.1728395061728395,220.0,0.9126913,75.0,0.21050327,18.0,0.2870525,24.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480028.png,0.8687356,0.21884361,0.32877323,0.8699176,0.20883828,0.32201108,72.0,18.0,27.0,72.0,18.0,27.0
462,Henri Jokiharju,8480035,D,25,60,3.0,10.0,3.0,4.0,17.825833333333332,0.1666666666666666,0.1166666666666666,0.05,222.0,0.7200321,60.0,0.038632814,4.0,0.17667629,15.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480035.png,0.72452503,0.040445533,0.19304045,0.6552476,0.040865343,0.17100185,60.0,4.0,16.0,54.0,4.0,15.0
463,Miro Heiskanen,8480036,D,25,50,5.0,25.0,5.0,15.0,25.16033333333333,0.5,0.4,0.1,275.0,0.80538857,67.0,0.11388657,10.0,0.41340065,34.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480036.png,0.7752412,0.13493037,0.5973279,0.8816424,0.11904816,0.59307486,64.0,12.0,49.0,73.0,10.0,49.0
464,Martin Necas,8480039,C,25,79,27.0,83.0,32.0,24.0,18.998523206751056,1.0506329113924051,0.7088607594936709,0.3417721518987341,273.0,0.9205373,76.0,0.35203397,29.0,0.5098731,42.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8480039.png,0.94362134,0.35904142,0.5361059,0.90113336,0.33840856,0.549715,78.0,30.0,44.0,74.0,28.0,46.0
465,Timothy Liljegren,8480043,D,25,68,6.0,17.0,3.0,8.0,19.19607843137255,0.25,0.1617647058823529,0.088235294117647,208.0,0.7237752,60.0,0.059549373,5.0,0.20429863,17.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8480043.png,0.73460615,0.052576404,0.22699545,0.6942283,0.055375773,0.21151301,61.0,5.0,19.0,57.0,5.0,18.0
466,Dylan Samberg,8480049,D,25,60,6.0,20.0,10.0,4.0,21.1375,0.3333333333333333,0.2333333333333333,0.1,275.0,0.8037195,66.0,0.047239356,4.0,0.22191952,19.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480049.png,0.6731518,0.045584295,0.21011145,0.6202559,0.052166793,0.21325617,56.0,4.0,18.0,51.0,5.0,18.0
467,P.O Joseph,8480058,D,25,47,0.0,3.0,2.0,1.0,15.261347517730496,0.0638297872340425,0.0638297872340425,0.0,242.0,0.44780827,37.0,0.031427223,3.0,0.12940235,11.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8480058.png,0.30981266,0.021647206,0.10287524,0.3833557,0.030592797,0.12025834,26.0,2.0,9.0,32.0,3.0,10.0
468,Josh Norris,8480064,C,25,56,21.0,35.0,9.0,5.0,18.34642857142857,0.625,0.25,0.375,265.0,0.7983929,66.0,0.2914576,24.0,0.33066452,28.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480064.png,0.82920384,0.17326076,0.24244767,0.7838759,0.19067389,0.2503215,68.0,15.0,20.0,65.0,16.0,21.0
469,Ryan Poehling,8480068,C,25,68,12.0,31.0,11.0,8.0,13.879901960784316,0.4558823529411764,0.2794117647058823,0.1764705882352941,232.0,0.71068877,59.0,0.14140916,12.0,0.18056096,15.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8480068.png,0.61659276,0.10983533,0.14962499,0.6360029,0.12459768,0.1533238,51.0,10.0,13.0,53.0,11.0,13.0
470,Cale Makar,8480069,D,26,80,30.0,92.0,34.0,28.0,25.71625,1.15,0.775,0.375,273.0,0.89724934,74.0,0.31054866,26.0,0.87574387,72.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8480069.png,0.9533291,0.3675854,0.9242155,0.88407046,0.23601413,0.8047843,79.0,31.0,76.0,73.0,20.0,66.0
471,Ian Mitchell,8480070,D,25,15,0.0,1.0,0.0,1.0,15.6,0.0666666666666666,0.0666666666666666,0.0,222.0,0.27498224,23.0,0.02392618,2.0,0.09988122,9.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480070.png,0.31926265,0.024117773,0.1162116,0.23995222,0.0075619267,0.09233292,27.0,2.0,10.0,20.0,1.0,8.0
472,Erik Brannstrom,8480073,D,25,28,3.0,8.0,3.0,2.0,14.935714285714283,0.2857142857142857,0.1785714285714285,0.1071428571428571,233.0,0.5623681,47.0,0.0416894,4.0,0.19860442,17.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480073.png,0.388721,0.03142788,0.14638849,0.41264808,0.040391248,0.17676143,32.0,3.0,13.0,34.0,4.0,15.0
473,Alexandre Texier,8480074,C,25,31,6.0,11.0,4.0,1.0,12.487634408602151,0.3548387096774194,0.1612903225806451,0.1935483870967742,250.0,0.5633749,47.0,0.13430192,12.0,0.17830639,15.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8480074.png,0.6889845,0.13853706,0.1890496,0.6573686,0.14890528,0.17827328,57.0,12.0,16.0,54.0,13.0,15.0
474,Filip Chytil,8480078,C,25,56,13.0,26.0,7.0,6.0,14.967857142857143,0.4642857142857143,0.2321428571428571,0.2321428571428571,233.0,0.71282345,59.0,0.21904817,18.0,0.26081175,22.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480078.png,0.76002014,0.19045925,0.31663135,0.8095494,0.23355903,0.3717561,63.0,16.0,26.0,67.0,20.0,31.0
475,Nick DeSimone,8480084,D,30,20,1.0,6.0,2.0,3.0,15.5825,0.3,0.25,0.05,240.0,0.44653013,37.0,0.040016193,4.0,0.13775873,12.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8480084.png,0.28363085,0.029277137,0.12381973,0.32210994,0.037302542,0.11479088,24.0,3.0,11.0,27.0,4.0,10.0
476,Alex Iafallo,8480113,L,31,82,15.0,31.0,12.0,4.0,13.283130081300811,0.3780487804878049,0.1951219512195122,0.1829268292682926,275.0,0.84381706,70.0,0.15734246,13.0,0.22221406,19.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480113.png,0.79658616,0.13035703,0.21487296,0.85067505,0.15124455,0.20440485,66.0,11.0,18.0,70.0,13.0,17.0
477,David Kampf,8480144,C,29,59,5.0,13.0,7.0,1.0,12.392937853107345,0.2203389830508474,0.135593220338983,0.0847457627118644,267.0,0.6998485,58.0,0.078198686,7.0,0.1437254,12.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8480144.png,0.5573455,0.059356693,0.11906255,0.6724092,0.09123212,0.122961454,46.0,5.0,10.0,56.0,8.0,11.0
478,Neal Pionk,8480145,D,29,69,10.0,39.0,17.0,12.0,22.060144927536232,0.5652173913043478,0.4202898550724637,0.144927536231884,275.0,0.9018743,74.0,0.095322706,8.0,0.43017876,36.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480145.png,0.88304794,0.093386345,0.3321755,0.85459715,0.10862797,0.31021914,73.0,8.0,28.0,71.0,9.0,26.0
479,Jan Rutta,8480172,D,34,54,3.0,9.0,2.0,4.0,17.256172839506174,0.1666666666666666,0.1111111111111111,0.0555555555555555,208.0,0.62793505,52.0,0.024738526,3.0,0.12695119,11.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8480172.png,0.44259137,0.03709558,0.10813195,0.4991087,0.035468798,0.09571003,37.0,4.0,9.0,41.0,3.0,8.0
480,Eetu Luostarinen,8480185,C,26,80,9.0,24.0,8.0,7.0,15.288333333333332,0.3,0.1875,0.1125,246.0,0.8993588,74.0,0.13099474,11.0,0.2088023,18.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480185.png,0.9040358,0.12627679,0.19089837,0.935561,0.1311226,0.23532933,75.0,11.0,16.0,77.0,11.0,20.0
481,Fabian Zetterlund,8480188,L,25,84,19.0,41.0,14.0,8.0,16.34186507936508,0.4880952380952381,0.2619047619047619,0.2261904761904762,242.0,0.9378394,77.0,0.22786331,19.0,0.27387017,23.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480188.png,0.8864893,0.24093951,0.24948856,0.8558022,0.1937524,0.22044805,73.0,20.0,21.0,71.0,16.0,19.0
482,Johnathan Kovacevic,8480192,D,27,81,1.0,17.0,10.0,6.0,19.813991769547325,0.2098765432098765,0.1975308641975308,0.0123456790123456,240.0,0.85253346,70.0,0.04159942,4.0,0.17815323,15.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480192.png,0.7180406,0.032511566,0.16767934,0.67103356,0.03346834,0.13623115,59.0,3.0,14.0,56.0,3.0,12.0
483,Jacob Bryson,8480196,D,27,48,0.0,7.0,5.0,2.0,14.392361111111112,0.1458333333333333,0.1458333333333333,0.0,265.0,0.43009964,36.0,0.023648608,2.0,0.10467463,9.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480196.png,0.31521204,0.02169705,0.12267252,0.34516534,0.015213941,0.1219211,26.0,2.0,11.0,29.0,2.0,10.0
484,Emil Bemstrom,8480205,C,25,14,0.0,1.0,1.0,0.0,8.33095238095238,0.0714285714285714,0.0714285714285714,0.0,242.0,0.422526,35.0,0.084680595,7.0,0.10599946,9.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8480205.png,0.23041107,0.062057566,0.11676771,0.20998819,0.07856355,0.12228436,19.0,6.0,10.0,18.0,7.0,11.0
485,Drake Batherson,8480208,R,26,82,26.0,68.0,27.0,15.0,18.14247967479675,0.8292682926829268,0.5121951219512195,0.3170731707317073,242.0,0.9487876,78.0,0.31356943,26.0,0.49548972,41.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480208.png,0.9217465,0.31488475,0.4226354,0.94739646,0.3008398,0.42512915,76.0,26.0,35.0,78.0,25.0,35.0
486,Noah Cates,8480220,L,25,78,16.0,37.0,14.0,7.0,15.877350427350429,0.4743589743589743,0.2692307692307692,0.2051282051282051,232.0,0.87966275,73.0,0.19096324,16.0,0.27456293,23.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8480220.png,0.8874041,0.15211135,0.272279,0.90632856,0.20747243,0.29197097,73.0,13.0,23.0,75.0,18.0,24.0
487,Olle Lycksell,8480245,R,25,19,0.0,5.0,3.0,2.0,11.89122807017544,0.2631578947368421,0.2631578947368421,0.0,232.0,0.5311123,44.0,0.08193024,7.0,0.09685394,8.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8480245.png,0.16748257,0.087762676,0.09503826,0.294686,0.08364479,0.0985718,14.0,8.0,8.0,25.0,7.0,9.0
488,Nick Perbix,8480246,D,26,74,6.0,19.0,7.0,6.0,14.684684684684688,0.2567567567567567,0.1756756756756756,0.081081081081081,292.0,0.81256235,67.0,0.047051694,4.0,0.2090931,18.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8480246.png,0.54742,0.038843017,0.19421361,0.5766588,0.050680008,0.20942205,45.0,4.0,16.0,48.0,5.0,18.0
489,Ben Jones,8480259,C,25,26,0.0,0.0,0.0,0.0,8.382051282051282,0.0,0.0,0.0,225.0,0.21030293,18.0,0.05520701,5.0,0.06470155,6.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8480259.png,0.40073627,0.057897504,0.12265382,0.35144323,0.057455946,0.09501093,33.0,5.0,11.0,29.0,5.0,8.0
490,Alexey Toropchenko,8480281,R,25,80,4.0,18.0,6.0,8.0,12.4925,0.225,0.175,0.05,250.0,0.8010467,66.0,0.10814644,9.0,0.11862718,10.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8480281.png,0.7152716,0.0772549,0.10632182,0.720337,0.0725102,0.11112132,59.0,7.0,9.0,60.0,6.0,10.0
491,Morgan Barron,8480289,C,26,74,8.0,15.0,5.0,2.0,10.375225225225226,0.2027027027027027,0.0945945945945946,0.1081081081081081,275.0,0.8180662,68.0,0.10766482,9.0,0.12087771,10.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480289.png,0.7598167,0.10297604,0.14137939,0.7353798,0.123876676,0.14186193,63.0,9.0,12.0,61.0,11.0,12.0
492,Grant Hutton,8480306,D,29,13,0.0,2.0,1.0,1.0,13.461538461538462,0.1538461538461538,0.1538461538461538,0.0,222.0,0.19362131,16.0,0.015936734,2.0,0.09156929,8.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8480306.png,0.2953351,0.04010682,0.1386783,0.27323136,0.032833796,0.098111756,25.0,4.0,12.0,23.0,3.0,9.0
493,Sean Walker,8480336,D,30,82,5.0,16.0,6.0,5.0,16.833739837398372,0.1951219512195122,0.1341463414634146,0.0609756097560975,266.0,0.8229226,68.0,0.07070035,6.0,0.18034141,15.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480336.png,0.79793227,0.058734205,0.19261333,0.7513262,0.06034032,0.18172713,66.0,5.0,16.0,62.0,5.0,15.0
494,Mark Kastelic,8480355,C,25,61,5.0,14.0,6.0,3.0,10.73606557377049,0.2295081967213114,0.1475409836065573,0.081967213114754,222.0,0.6839921,57.0,0.08746832,8.0,0.10623049,9.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480355.png,0.41982606,0.07963204,0.09661957,0.5302431,0.07940162,0.109421514,35.0,7.0,8.0,44.0,7.0,9.0
495,Sean Durzi,8480434,D,26,30,4.0,11.0,3.0,4.0,20.647777777777776,0.3666666666666666,0.2333333333333333,0.1333333333333333,240.0,0.7892552,65.0,0.081392415,7.0,0.36707568,31.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8480434.png,0.7762009,0.101121806,0.3597764,0.81949794,0.10128227,0.34715894,64.0,9.0,30.0,68.0,9.0,29.0
496,Parker Kelly,8480448,C,25,80,8.0,19.0,8.0,3.0,12.74375,0.2375,0.1375,0.1,273.0,0.84827656,70.0,0.09741841,8.0,0.12338871,11.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8480448.png,0.780305,0.1317829,0.16217573,0.6983583,0.11130912,0.15717801,64.0,11.0,14.0,58.0,10.0,13.0
497,Pius Suter,8480459,C,28,81,25.0,46.0,12.0,9.0,17.344032921810697,0.5679012345679012,0.2592592592592592,0.3086419753086419,233.0,0.90703464,75.0,0.20887029,18.0,0.2621016,22.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480459.png,0.89238924,0.1983079,0.24750164,0.91528565,0.21995403,0.2558453,74.0,17.0,21.0,76.0,19.0,21.0
498,Zach Whitecloud,8480727,D,28,74,4.0,13.0,5.0,4.0,17.51081081081081,0.1756756756756756,0.1216216216216216,0.054054054054054,274.0,0.761478,63.0,0.034447018,3.0,0.14956503,13.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8480727.png,0.6881466,0.032339897,0.1564243,0.6149859,0.040636826,0.14239106,57.0,3.0,13.0,51.0,4.0,12.0
499,Kiefer Sherwood,8480748,L,29,78,19.0,40.0,14.0,7.0,14.889102564102563,0.5128205128205128,0.2692307692307692,0.2435897435897435,233.0,0.7579393,63.0,0.1726187,15.0,0.21850754,18.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480748.png,0.8955236,0.20678444,0.25020444,0.9226895,0.16437581,0.21135418,74.0,17.0,21.0,76.0,14.0,18.0
500,Eric Robinson,8480762,L,29,82,14.0,32.0,14.0,4.0,12.261178861788617,0.3902439024390244,0.2195121951219512,0.1707317073170731,266.0,0.8044197,66.0,0.16704386,14.0,0.19597414,17.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480762.png,0.7851584,0.20591404,0.18607515,0.7428251,0.18573669,0.18815729,65.0,17.0,16.0,61.0,16.0,16.0
501,Oliver Wahlstrom,8480789,R,24,43,3.0,6.0,1.0,2.0,10.22596899224806,0.1395348837209302,0.0697674418604651,0.0697674418604651,222.0,0.35085276,29.0,0.061995752,6.0,0.11606855,10.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480789.png,0.39964095,0.08677042,0.08721494,0.5455555,0.12123988,0.12783444,33.0,8.0,8.0,45.0,10.0,11.0
502,Martin Fehrvry,8480796,D,25,81,5.0,25.0,10.0,10.0,19.00473251028807,0.3086419753086419,0.2469135802469135,0.0617283950617283,286.0,0.8545999,71.0,0.049518816,5.0,0.1887263,16.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8480796.png,0.81696576,0.057602596,0.20309275,0.78630275,0.0496396,0.19569598,67.0,5.0,17.0,65.0,5.0,17.0
503,Joel Farabee,8480797,L,24,81,11.0,25.0,9.0,5.0,14.913374485596709,0.3086419753086419,0.1728395061728395,0.1358024691358024,220.0,0.8895798,73.0,0.2014132,17.0,0.24893278,21.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480797.png,0.9147294,0.21681394,0.34061363,0.857579,0.21130507,0.29491034,76.0,18.0,28.0,71.0,18.0,25.0
504,Philipp Kurashev,8480798,C,25,51,7.0,14.0,3.0,4.0,13.719281045751632,0.2745098039215686,0.1372549019607843,0.1372549019607843,224.0,0.70878106,59.0,0.1408795,12.0,0.21749625,18.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8480798.png,0.7434672,0.14646858,0.24650985,0.7614186,0.17032567,0.23415504,61.0,13.0,21.0,63.0,14.0,20.0
505,Quinn Hughes,8480800,D,25,68,16.0,76.0,34.0,26.0,25.729166666666664,1.1176470588235294,0.8823529411764706,0.2352941176470588,233.0,0.8697424,72.0,0.19650696,17.0,0.8778138,72.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480800.png,0.8837391,0.16988535,0.80039454,0.95352083,0.16325171,0.81069785,73.0,14.0,66.0,79.0,14.0,67.0
506,Brady Tkachuk,8480801,L,25,72,29.0,55.0,15.0,11.0,18.2375,0.7638888888888888,0.3611111111111111,0.4027777777777778,242.0,0.90730834,75.0,0.48633605,40.0,0.4856459,40.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480801.png,0.9697108,0.38212085,0.4809679,0.9502701,0.39213663,0.44594333,80.0,32.0,40.0,78.0,33.0,37.0
507,Ryan McLeod,8480802,C,25,79,20.0,53.0,18.0,15.0,16.826793248945147,0.6708860759493671,0.4177215189873418,0.2531645569620253,265.0,0.8697196,72.0,0.20337941,17.0,0.29187313,24.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480802.png,0.8588542,0.1830423,0.29538476,0.85541433,0.1701696,0.27507082,71.0,16.0,25.0,71.0,14.0,23.0
508,Evan Bouchard,8480803,D,25,82,14.0,67.0,14.0,39.0,23.45833333333333,0.8170731707317073,0.6463414634146342,0.1707317073170731,259.0,0.89089805,74.0,0.19576178,17.0,0.5640472,47.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480803.png,0.8619446,0.109760426,0.46495533,0.8744933,0.10776657,0.42400143,71.0,10.0,39.0,72.0,9.0,35.0
509,Isac Lundestrom,8480806,C,25,79,4.0,15.0,6.0,5.0,13.547257383966246,0.189873417721519,0.1392405063291139,0.050632911392405,217.0,0.6971637,58.0,0.084765,7.0,0.11626133,10.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8480806.png,0.48763254,0.055269506,0.1270492,0.597068,0.07066372,0.10732222,40.0,5.0,11.0,49.0,6.0,9.0
510,Mattias Samuelsson,8480807,D,24,62,4.0,14.0,6.0,4.0,19.30349462365591,0.2258064516129032,0.1612903225806451,0.064516129032258,265.0,0.69580454,58.0,0.029481737,3.0,0.1621998,14.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480807.png,0.7406821,0.040180247,0.1657208,0.69195616,0.03458144,0.14878437,61.0,4.0,14.0,57.0,3.0,13.0
511,Joe Veleno,8480813,C,24,74,8.0,17.0,3.0,6.0,12.118243243243244,0.2297297297297297,0.1216216216216216,0.1081081081081081,224.0,0.8028188,66.0,0.101542905,9.0,0.12402426,11.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8480813.png,0.860913,0.14272195,0.20101956,0.84295505,0.15071921,0.18751706,71.0,12.0,17.0,70.0,13.0,16.0
512,K'Andre Miller,8480817,D,24,74,7.0,27.0,11.0,9.0,21.94662162162162,0.3648648648648648,0.2702702702702703,0.0945945945945946,255.0,0.92772603,77.0,0.08449931,7.0,0.29221275,24.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8480817.png,0.8861768,0.10162063,0.33770195,0.91978985,0.10709501,0.33136764,73.0,9.0,28.0,76.0,9.0,28.0
513,Alexander Alexeyev,8480823,D,25,8,0.0,0.0,0.0,0.0,16.070833333333333,0.0,0.0,0.0,286.0,0.34941912,29.0,0.031734526,3.0,0.111648805,10.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8480823.png,0.3251759,0.018156787,0.1131215,0.28683642,0.011463066,0.09638571,27.0,2.0,10.0,24.0,1.0,8.0
514,Patrick Giles,8480825,R,24,17,1.0,1.0,0.0,0.0,9.231372549019609,0.0588235294117647,0.0,0.0588235294117647,208.0,0.2564657,22.0,0.050805308,5.0,0.06789492,6.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8480825.png,0.33401734,0.049151096,0.117001005,0.35821918,0.06785619,0.100378774,28.0,5.0,10.0,30.0,6.0,9.0
515,Michael Callahan,8480828,D,25,17,1.0,1.0,0.0,0.0,14.14313725490196,0.0588235294117647,0.0,0.0588235294117647,222.0,0.25728616,22.0,0.026621513,3.0,0.1094043,9.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480828.png,0.3634518,0.029232098,0.12718926,0.32009074,0.029450087,0.110325806,30.0,3.0,11.0,27.0,3.0,10.0
516,Jesperi Kotkaniemi,8480829,C,24,78,12.0,33.0,10.0,11.0,14.059188034188033,0.4230769230769231,0.2692307692307692,0.1538461538461538,266.0,0.8939869,74.0,0.1968139,17.0,0.27051294,23.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480829.png,0.96042967,0.1996363,0.34669185,0.9311716,0.18292083,0.3500071,79.0,17.0,29.0,77.0,15.0,29.0
517,Andrei Svechnikov,8480830,R,24,72,20.0,48.0,18.0,10.0,17.11365740740741,0.6666666666666666,0.3888888888888889,0.2777777777777778,266.0,0.8584723,71.0,0.3378456,28.0,0.447389,37.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480830.png,0.85386235,0.3003546,0.41246557,0.92591476,0.30235463,0.39479318,71.0,25.0,34.0,76.0,25.0,33.0
518,Ty Emberson,8480834,D,24,76,2.0,13.0,7.0,4.0,15.113377192982457,0.1710526315789473,0.1447368421052631,0.0263157894736842,259.0,0.76602733,63.0,0.037720818,4.0,0.17409985,15.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480834.png,0.48752803,0.026328368,0.13745916,0.45095846,0.012155463,0.11069488,40.0,3.0,12.0,37.0,1.0,10.0
519,Jack Drury,8480835,C,24,72,8.0,18.0,5.0,5.0,12.919675925925926,0.25,0.1388888888888889,0.1111111111111111,273.0,0.69473314,57.0,0.13284914,11.0,0.15384361,13.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8480835.png,0.76489955,0.14746135,0.23249976,0.7499034,0.17856504,0.25799805,63.0,13.0,20.0,62.0,15.0,22.0
520,Rasmus Dahlin,8480839,D,24,73,17.0,68.0,27.0,24.0,24.235616438356164,0.9315068493150684,0.6986301369863014,0.2328767123287671,265.0,0.8991411,74.0,0.21812977,18.0,0.62338006,52.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480839.png,0.8671177,0.16098475,0.6107395,0.94676083,0.16979513,0.6467004,72.0,14.0,51.0,78.0,14.0,54.0
521,Oskar Bck,8480840,C,24,73,4.0,16.0,9.0,3.0,11.703652968036527,0.2191780821917808,0.1643835616438356,0.0547945205479452,275.0,0.67629415,56.0,0.093070254,8.0,0.13974805,12.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480840.png,0.6497749,0.08449232,0.18622786,0.6888819,0.089584164,0.16733435,54.0,7.0,16.0,57.0,8.0,14.0
522,Rasmus Kupari,8480845,C,24,59,5.0,8.0,3.0,0.0,10.259322033898304,0.135593220338983,0.0508474576271186,0.0847457627118644,275.0,0.5659536,47.0,0.07618643,7.0,0.10448056,9.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8480845.png,0.5069022,0.0630544,0.12612197,0.54511106,0.0845063,0.12489159,42.0,6.0,11.0,45.0,7.0,11.0
