,name,playerId,position,age,games_played,goals,points,pAssists,sAssists,icetime_per_game,ppg,apg,gpg,goalsFor_team,Predicted Games Played Percentage,Predicted Games Played,Predicted Goals Scored Percentage,Predicted Goals Scored per 82 Games,Predicted Assists Percentage,Predicted Assists per 82 Games,headshot,Predicted Games Played Percentage LSTM,Predicted Goals Scored Percentage LSTM,Predicted Assists Percentage LSTM,Predicted Games Played Percentage GRU,Predicted Goals Scored Percentage GRU,Predicted Assists Percentage GRU,Predicted Games Played LSTM,Predicted Goals Scored per 82 Games LSTM,Predicted Assits per 82 Games LSTM,Predicted Games Played GRU,Predicted Goals Scored per 82 Games GRU,Predicted Assits per 82 Games GRU
200,Jaycob Megna,8477034,D,32,8,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,246.0,0.3482415,29.0,0.026721273,3.0,0.10204568,9.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477034.png,0.3988855,0.03058838,0.11603203,0.4223094,0.014248137,0.10518292,33.0,3.0,10.0,35.0,2.0,9.0
201,Liam O'Brien,8477070,C,30,28,0.0,2.0,1.0,1.0,9.29702380952381,0.0714285714285714,0.0714285714285714,0.0,240.0,0.61071825,51.0,0.05477157,5.0,0.06589785,6.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8477070.png,0.21398173,0.04593492,0.057406466,0.13531126,0.041521717,0.03529584,18.0,4.0,5.0,12.0,4.0,3.0
202,Kurtis MacDermid,8477073,L,30,23,0.0,0.0,0.0,0.0,5.7760869565217385,0.0,0.0,0.0,240.0,0.25424066,21.0,0.03525424,3.0,0.083532095,7.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477073.png,0.28632566,0.022102391,0.10446539,0.18428119,0.007929732,0.045538645,24.0,2.0,9.0,16.0,1.0,4.0
203,Nate Schmidt,8477220,D,33,80,5.0,19.0,9.0,5.0,16.52958333333333,0.2375,0.175,0.0625,246.0,0.77705204,64.0,0.03906014,4.0,0.16788347,14.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477220.png,0.760483,0.051823813,0.1881343,0.74389404,0.05801485,0.19465378,63.0,5.0,16.0,61.0,5.0,16.0
204,Kyle Burroughs,8477335,D,29,33,0.0,3.0,3.0,0.0,7.818181818181818,0.0909090909090909,0.0909090909090909,0.0,249.0,0.39886662,33.0,0.027138894,3.0,0.05636345,5.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477335.png,0.30550605,0.022766044,0.06882211,0.23280145,0.008868073,0.056655433,26.0,2.0,6.0,20.0,1.0,5.0
205,MacKenzie Weegar,8477346,D,30,81,8.0,47.0,15.0,24.0,24.16440329218107,0.5802469135802469,0.4814814814814814,0.0987654320987654,220.0,0.94354177,78.0,0.13073216,11.0,0.4076106,34.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477346.png,0.8527881,0.09212903,0.341904,0.85579616,0.07300338,0.31327766,70.0,8.0,29.0,71.0,6.0,26.0
206,Tyler Motte,8477353,C,29,55,4.0,9.0,4.0,1.0,11.314242424242424,0.1636363636363636,0.0909090909090909,0.0727272727272727,235.0,0.682604,56.0,0.07351342,7.0,0.10182511,9.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477353.png,0.47455364,0.0509733,0.09809368,0.5705657,0.073215686,0.09883512,39.0,5.0,9.0,47.0,7.0,9.0
207,Connor Clifton,8477365,D,29,73,1.0,16.0,6.0,9.0,16.0486301369863,0.2191780821917808,0.2054794520547945,0.0136986301369863,265.0,0.82821876,68.0,0.04006246,4.0,0.16528632,14.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477365.png,0.57404935,0.023666864,0.12607305,0.57070893,0.023263251,0.119797625,48.0,2.0,11.0,47.0,2.0,10.0
208,Carson Soucy,8477369,D,30,75,4.0,13.0,3.0,6.0,17.915111111111113,0.1733333333333333,0.12,0.0533333333333333,255.0,0.7452841,62.0,0.028666664,3.0,0.16753115,14.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8477369.png,0.59146214,0.0302385,0.11991898,0.5973097,0.036690574,0.11741943,49.0,3.0,10.0,49.0,4.0,10.0
209,Jonny Brodzinski,8477380,C,31,51,12.0,19.0,3.0,4.0,11.67516339869281,0.3725490196078431,0.1372549019607843,0.2352941176470588,255.0,0.5350769,44.0,0.11760156,10.0,0.12173257,10.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8477380.png,0.28979695,0.07947695,0.11898591,0.35844395,0.08971978,0.13226822,24.0,7.0,10.0,30.0,8.0,11.0
210,Joshua Brown,8477384,D,30,10,0.0,1.0,0.0,1.0,12.61,0.1,0.1,0.0,259.0,0.34443438,29.0,0.020379188,2.0,0.08273756,7.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477384.png,0.23832323,0.029091267,0.08763128,0.104086354,0.016583642,0.0355916,20.0,3.0,8.0,9.0,2.0,3.0
211,Hudson Fasching,8477392,R,29,43,2.0,4.0,1.0,1.0,11.081782945736434,0.0930232558139534,0.0465116279069767,0.0465116279069767,222.0,0.342234,29.0,0.08193873,7.0,0.08118626,7.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477392.png,0.35573444,0.089732,0.12135842,0.5084918,0.09989295,0.12257344,30.0,8.0,10.0,42.0,9.0,11.0
212,John Hayden,8477401,C,29,20,1.0,2.0,1.0,0.0,8.508333333333333,0.1,0.05,0.05,245.0,0.29147592,24.0,0.061274186,6.0,0.07438491,7.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477401.png,0.25429562,0.047370773,0.11850604,0.28185654,0.047284033,0.109434985,21.0,4.0,10.0,24.0,4.0,9.0
213,Pavel Buchnevich,8477402,L,29,76,20.0,57.0,21.0,16.0,19.0265350877193,0.75,0.4868421052631579,0.2631578947368421,250.0,0.8716229,72.0,0.32425788,27.0,0.4873725,40.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8477402.png,0.89512616,0.27826986,0.44903082,0.92347646,0.2311694,0.34316978,74.0,23.0,37.0,76.0,19.0,29.0
214,Jake Guentzel,8477404,C,30,80,41.0,80.0,21.0,18.0,19.992708333333333,1.0,0.4875,0.5125,292.0,0.8797701,73.0,0.5079104,42.0,0.54496944,45.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477404.png,0.9184954,0.3337844,0.38563973,0.96112794,0.38260746,0.3865571,76.0,28.0,32.0,79.0,32.0,32.0
215,Mattias Janmark,8477406,C,32,80,2.0,18.0,11.0,5.0,13.297291666666666,0.225,0.2,0.025,259.0,0.7806233,65.0,0.08783316,8.0,0.13015322,11.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477406.png,0.79442596,0.059805285,0.13384722,0.77342594,0.07038912,0.12613408,66.0,5.0,11.0,64.0,6.0,11.0
216,Anthony Duclair,8477407,L,29,44,7.0,11.0,4.0,0.0,15.041666666666668,0.25,0.0909090909090909,0.1590909090909091,222.0,0.6515161,54.0,0.16189916,14.0,0.18733352,16.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477407.png,0.66917557,0.109559506,0.17649455,0.7522781,0.11978958,0.1787905,55.0,9.0,15.0,62.0,10.0,15.0
217,Carter Verhaeghe,8477409,C,29,81,20.0,53.0,18.0,15.0,17.86913580246914,0.654320987654321,0.4074074074074074,0.2469135802469135,246.0,0.9379645,77.0,0.368231,31.0,0.39726233,33.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477409.png,0.9389067,0.26071098,0.31763393,0.9520978,0.21855922,0.31743607,77.0,22.0,27.0,79.0,18.0,27.0
218,Oliver Bjorkstrand,8477416,R,29,79,21.0,46.0,20.0,5.0,15.14831223628692,0.5822784810126582,0.3164556962025316,0.2658227848101265,292.0,0.92772734,77.0,0.23670858,20.0,0.32253447,27.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477416.png,0.83460706,0.2088446,0.31397268,0.8619518,0.2044247,0.31373712,69.0,18.0,26.0,71.0,17.0,26.0
219,Miles Wood,8477425,L,29,37,4.0,8.0,1.0,3.0,11.354954954954955,0.2162162162162162,0.1081081081081081,0.1081081081081081,273.0,0.44245496,37.0,0.09740449,8.0,0.1372647,12.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477425.png,0.810095,0.12771909,0.18324581,0.7331848,0.12855047,0.18831246,67.0,11.0,16.0,61.0,11.0,16.0
220,Nick Paul,8477426,L,29,76,22.0,41.0,11.0,8.0,16.44276315789474,0.5394736842105263,0.25,0.2894736842105263,292.0,0.9145015,75.0,0.212713,18.0,0.2510316,21.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477426.png,0.92329586,0.2371638,0.25710174,0.8482856,0.23334466,0.24368869,76.0,20.0,22.0,70.0,20.0,20.0
221,Andrew Copp,8477429,C,30,56,10.0,23.0,10.0,3.0,14.702380952380953,0.4107142857142857,0.2321428571428571,0.1785714285714285,235.0,0.80894196,67.0,0.1524297,13.0,0.2616458,22.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477429.png,0.81587064,0.09184538,0.18610959,0.8625451,0.11460726,0.1891134,67.0,8.0,16.0,71.0,10.0,16.0
222,Ryan Graves,8477435,D,29,61,1.0,4.0,0.0,3.0,14.99016393442623,0.0655737704918032,0.0491803278688524,0.0163934426229508,242.0,0.74075085,61.0,0.031545717,3.0,0.15328354,13.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8477435.png,0.5296645,0.038095,0.1331067,0.45487624,0.040426787,0.10842102,44.0,4.0,11.0,38.0,4.0,9.0
223,Andre Burakovsky,8477444,L,29,79,10.0,37.0,18.0,9.0,14.422362869198311,0.4683544303797468,0.3417721518987341,0.1265822784810126,245.0,0.7812998,65.0,0.17488867,15.0,0.30110988,25.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477444.png,0.6575353,0.114523254,0.20798884,0.6531287,0.115236424,0.2035458,54.0,10.0,18.0,54.0,10.0,17.0
224,Michael McCarron,8477446,C,29,74,5.0,14.0,4.0,5.0,13.75810810810811,0.1891891891891892,0.1216216216216216,0.0675675675675675,212.0,0.74020934,61.0,0.10140921,9.0,0.0988068,9.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477446.png,0.78749996,0.09533544,0.1349139,0.7485891,0.08669564,0.12577827,65.0,8.0,12.0,62.0,8.0,11.0
225,Shea Theodore,8477447,D,29,67,7.0,57.0,28.0,22.0,21.99228855721393,0.8507462686567164,0.746268656716418,0.1044776119402985,274.0,0.8399133,69.0,0.1143001,10.0,0.65808254,54.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8477447.png,0.6724559,0.15322313,0.64715385,0.76604074,0.12927563,0.660362,56.0,13.0,54.0,63.0,11.0,55.0
226,Jason Dickinson,8477450,C,29,59,7.0,16.0,4.0,5.0,15.69915254237288,0.2711864406779661,0.1525423728813559,0.1186440677966101,224.0,0.8093932,67.0,0.11890282,10.0,0.1800652,15.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477450.png,0.7781694,0.10067663,0.13822578,0.7967337,0.120255195,0.15668409,64.0,9.0,12.0,66.0,10.0,13.0
227,Ryan Hartman,8477451,R,30,69,11.0,26.0,11.0,4.0,14.970531400966184,0.3768115942028985,0.217391304347826,0.1594202898550724,225.0,0.75938034,63.0,0.21026807,18.0,0.23703231,20.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477451.png,0.54621947,0.17691559,0.15264267,0.73827004,0.19911355,0.21392766,45.0,15.0,13.0,61.0,17.0,18.0
228,J.T. Compher,8477456,L,29,76,11.0,32.0,12.0,9.0,16.681140350877193,0.4210526315789473,0.2763157894736842,0.1447368421052631,235.0,0.8511644,70.0,0.1660631,14.0,0.2894758,24.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477456.png,0.87337774,0.14321736,0.31903633,0.8806125,0.16119996,0.2611241,72.0,12.0,27.0,73.0,14.0,22.0
229,Artturi Lehkonen,8477476,L,29,69,27.0,45.0,11.0,7.0,20.38164251207729,0.6521739130434783,0.2608695652173913,0.391304347826087,273.0,0.8349982,69.0,0.3102674,26.0,0.38210753,32.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477476.png,0.9436935,0.47200426,0.35953832,0.9490174,0.4154338,0.34131318,78.0,39.0,30.0,78.0,35.0,28.0
230,William Carrier,8477478,L,30,43,4.0,11.0,4.0,3.0,11.73217054263566,0.2558139534883721,0.1627906976744186,0.0930232558139534,266.0,0.56860155,47.0,0.11003748,10.0,0.123233944,11.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8477478.png,0.5871466,0.092696816,0.104964726,0.52583885,0.09379666,0.105973385,49.0,8.0,9.0,44.0,8.0,9.0
231,Tyler Bertuzzi,8477479,L,29,82,23.0,46.0,15.0,8.0,16.002845528455286,0.5609756097560976,0.2804878048780488,0.2804878048780488,224.0,0.8946382,74.0,0.23146254,19.0,0.3218454,27.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477479.png,0.9381931,0.2871126,0.32919332,0.9399433,0.24004789,0.2991668,77.0,24.0,27.0,78.0,20.0,25.0
232,Brett Pesce,8477488,D,30,72,3.0,17.0,9.0,5.0,21.319675925925925,0.2361111111111111,0.1944444444444444,0.0416666666666666,240.0,0.80965084,67.0,0.037875272,4.0,0.22025792,19.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477488.png,0.8820399,0.074918315,0.26385617,0.93576485,0.0694033,0.27510953,73.0,7.0,22.0,77.0,6.0,23.0
233,Nathan MacKinnon,8477492,C,29,79,32.0,116.0,53.0,31.0,22.782489451476792,1.4683544303797469,1.0632911392405062,0.4050632911392405,273.0,0.91098607,75.0,0.49146855,41.0,1.0061829,83.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477492.png,0.90689945,0.48939914,1.0293295,0.8762652,0.43745002,0.90364957,75.0,41.0,85.0,72.0,36.0,75.0
234,Aleksander Barkov,8477493,C,29,67,20.0,71.0,27.0,24.0,20.257960199004973,1.0597014925373134,0.7611940298507462,0.2985074626865671,246.0,0.88215196,73.0,0.34414166,29.0,0.81022465,67.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477493.png,0.8445704,0.30726254,0.5566866,0.846906,0.2644864,0.6347004,70.0,26.0,46.0,70.0,22.0,53.0
235,Jonathan Drouin,8477494,L,29,43,11.0,37.0,15.0,11.0,18.182558139534883,0.8604651162790697,0.6046511627906976,0.2558139534883721,273.0,0.77334696,64.0,0.20697017,17.0,0.44900838,37.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477494.png,0.832966,0.17373207,0.4051027,0.83137566,0.17605853,0.4715369,69.0,15.0,34.0,69.0,15.0,39.0
236,Seth Jones,8477495,D,30,63,9.0,36.0,17.0,10.0,24.6415343915344,0.5714285714285714,0.4285714285714285,0.1428571428571428,246.0,0.82907027,68.0,0.10536264,9.0,0.41994798,35.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477495.png,0.85163134,0.104643986,0.34951615,0.8698492,0.09529391,0.3383997,70.0,9.0,29.0,72.0,8.0,28.0
237,Elias Lindholm,8477496,C,30,82,17.0,47.0,16.0,14.0,18.077845528455285,0.573170731707317,0.3658536585365853,0.2073170731707317,222.0,0.95463264,79.0,0.28763404,24.0,0.41691527,35.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477496.png,0.89640194,0.27573574,0.36522108,0.88214827,0.24439059,0.32871953,74.0,23.0,30.0,73.0,21.0,27.0
238,Sean Monahan,8477497,C,30,54,19.0,57.0,24.0,14.0,19.01481481481481,1.0555555555555556,0.7037037037037037,0.3518518518518518,267.0,0.8333515,69.0,0.30171567,25.0,0.45887193,38.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8477497.png,0.88236415,0.2649679,0.38208658,0.8665303,0.2794551,0.39822507,73.0,22.0,32.0,72.0,23.0,33.0
239,Darnell Nurse,8477498,D,29,76,5.0,33.0,16.0,12.0,22.370833333333334,0.4342105263157895,0.3684210526315789,0.0657894736842105,259.0,0.9150041,76.0,0.08949214,8.0,0.3563296,30.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477498.png,0.92119336,0.100654215,0.34364828,0.86688554,0.08984899,0.27774844,76.0,9.0,29.0,72.0,8.0,23.0
240,Rasmus Ristolainen,8477499,D,30,63,4.0,19.0,4.0,11.0,20.524338624338625,0.3015873015873015,0.238095238095238,0.0634920634920634,232.0,0.7562409,63.0,0.052638523,5.0,0.22227095,19.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477499.png,0.70057887,0.05029689,0.16290389,0.65801525,0.038765553,0.14134337,58.0,5.0,14.0,54.0,4.0,12.0
241,Bo Horvat,8477500,C,29,81,28.0,57.0,19.0,10.0,20.173456790123456,0.7037037037037037,0.3580246913580246,0.345679012345679,222.0,0.9603992,79.0,0.3707198,31.0,0.46493867,39.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477500.png,0.9528379,0.24357392,0.32215893,0.92017114,0.24294892,0.30313736,79.0,20.0,27.0,76.0,20.0,25.0
242,Valeri Nichushkin,8477501,R,29,43,21.0,34.0,6.0,7.0,19.739922480620155,0.7906976744186046,0.3023255813953488,0.4883720930232558,273.0,0.7939197,66.0,0.3747473,31.0,0.4357083,36.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477501.png,0.95374733,0.39178112,0.40862614,0.9308449,0.47026017,0.4203022,79.0,33.0,34.0,77.0,39.0,35.0
243,Max Domi,8477503,C,29,74,8.0,33.0,19.0,6.0,14.171171171171173,0.4459459459459459,0.3378378378378378,0.1081081081081081,267.0,0.8987486,74.0,0.14533462,12.0,0.3050798,26.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477503.png,0.76419765,0.118076175,0.25015822,0.7931376,0.13242458,0.23876016,63.0,10.0,21.0,66.0,11.0,20.0
244,Josh Morrissey,8477504,D,29,80,14.0,62.0,19.0,29.0,24.39125,0.775,0.6,0.175,275.0,0.90756047,75.0,0.13783751,12.0,0.5574956,46.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477504.png,0.79746854,0.11021398,0.46660668,0.8884631,0.09704522,0.46636632,66.0,10.0,39.0,73.0,8.0,39.0
245,Alexander Wennberg,8477505,C,30,77,10.0,35.0,13.0,12.0,18.857142857142858,0.4545454545454545,0.3246753246753247,0.1298701298701298,208.0,0.90141684,74.0,0.1463969,13.0,0.27887377,23.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8477505.png,0.92069715,0.112732,0.2842937,0.96442443,0.12986821,0.29809198,76.0,10.0,24.0,80.0,11.0,25.0
246,Ryan Pulock,8477506,D,30,74,5.0,23.0,11.0,7.0,21.07972972972973,0.3108108108108108,0.2432432432432432,0.0675675675675675,222.0,0.7748394,64.0,0.04394346,4.0,0.23791218,20.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8477506.png,0.76441497,0.045092862,0.1996464,0.7341093,0.045676794,0.18269232,63.0,4.0,17.0,61.0,4.0,15.0
247,Nikita Zadorov,8477507,D,29,81,4.0,22.0,6.0,12.0,20.611316872427984,0.2716049382716049,0.2222222222222222,0.0493827160493827,222.0,0.9284073,77.0,0.058143936,5.0,0.19565241,17.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477507.png,0.89539945,0.054936606,0.1986926,0.8054654,0.050943043,0.18081352,74.0,5.0,17.0,67.0,5.0,15.0
248,Curtis Lazar,8477508,C,29,48,2.0,5.0,2.0,1.0,10.567013888888887,0.1041666666666666,0.0625,0.0416666666666666,240.0,0.58171874,48.0,0.04676273,4.0,0.098205276,9.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477508.png,0.41768363,0.05510446,0.109088324,0.40994528,0.060583714,0.09358228,35.0,5.0,9.0,34.0,5.0,8.0
249,Anthony Mantha,8477511,R,30,13,4.0,7.0,2.0,1.0,13.9025641025641,0.5384615384615384,0.2307692307692307,0.3076923076923077,220.0,0.62240505,52.0,0.18749219,16.0,0.19150586,16.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477511.png,0.19059272,0.093157046,0.1400898,0.5480793,0.14514253,0.21681549,16.0,8.0,12.0,45.0,12.0,18.0
250,Ross Johnston,8477527,L,30,43,1.0,4.0,2.0,1.0,8.69108527131783,0.0930232558139534,0.0697674418604651,0.0232558139534883,217.0,0.48294738,40.0,0.03627511,3.0,0.066736475,6.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8477527.png,0.38990226,0.023214644,0.07018549,0.3388448,0.036860254,0.05687162,32.0,2.0,6.0,28.0,4.0,5.0
251,Nathan Walker,8477573,L,30,73,8.0,16.0,5.0,3.0,12.106392694063926,0.2191780821917808,0.1095890410958904,0.1095890410958904,250.0,0.69897443,58.0,0.08865537,8.0,0.10405661,9.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8477573.png,0.7138285,0.07791491,0.12275442,0.6884707,0.08956507,0.11499005,59.0,7.0,11.0,57.0,8.0,10.0
252,Joel Hanley,8477810,D,33,53,2.0,9.0,2.0,5.0,18.580503144654088,0.1698113207547169,0.1320754716981132,0.0377358490566037,220.0,0.55690485,46.0,0.026020119,3.0,0.12541054,11.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477810.png,0.4618475,0.03668854,0.116725855,0.5572872,0.047398698,0.12914729,38.0,4.0,10.0,46.0,4.0,11.0
253,Trevor van Riemsdyk,8477845,D,33,82,1.0,21.0,9.0,11.0,17.658333333333335,0.2560975609756097,0.2439024390243902,0.0121951219512195,286.0,0.7924897,65.0,0.036350656,3.0,0.17765898,15.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8477845.png,0.6961735,0.035408024,0.14671005,0.713383,0.031525355,0.14128004,58.0,3.0,13.0,59.0,3.0,12.0
254,Jordan Oesterle,8477851,D,32,37,4.0,10.0,3.0,3.0,17.152252252252254,0.2702702702702703,0.1621621621621621,0.1081081081081081,212.0,0.5274156,44.0,0.024426565,3.0,0.11125736,10.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477851.png,0.29983136,0.027867554,0.11748261,0.34445593,0.028815148,0.10888293,25.0,3.0,10.0,29.0,3.0,9.0
255,Patrick Brown,8477887,C,32,15,0.0,1.0,1.0,0.0,10.565555555555555,0.0666666666666666,0.0666666666666666,0.0,222.0,0.27753752,23.0,0.03540867,3.0,0.06283973,6.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477887.png,0.28970012,0.049745087,0.11589896,0.31316614,0.054258067,0.079310186,24.0,5.0,10.0,26.0,5.0,7.0
256,Garnet Hathaway,8477903,R,33,67,10.0,21.0,5.0,6.0,11.863681592039802,0.3134328358208955,0.1641791044776119,0.1492537313432835,232.0,0.7408604,61.0,0.09545712,8.0,0.110021345,10.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477903.png,0.7882435,0.051241424,0.12009501,0.57175165,0.0591158,0.09707413,65.0,5.0,10.0,47.0,5.0,8.0
257,Frederick Gaudreau,8477919,C,31,82,18.0,37.0,14.0,5.0,15.66158536585366,0.4512195121951219,0.2317073170731707,0.2195121951219512,225.0,0.8242505,68.0,0.16057584,14.0,0.27077064,23.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477919.png,0.5647322,0.092937194,0.114776574,0.6287392,0.13133413,0.12778895,47.0,8.0,10.0,52.0,11.0,11.0
258,Tomas Nosek,8477931,L,32,59,1.0,9.0,6.0,2.0,9.816949152542374,0.1525423728813559,0.135593220338983,0.0169491525423728,246.0,0.52896017,44.0,0.09153558,8.0,0.0869622,8.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477931.png,0.5171576,0.052341152,0.118153356,0.47774866,0.051128265,0.08521705,43.0,5.0,10.0,40.0,5.0,7.0
259,Aaron Ekblad,8477932,D,28,56,3.0,33.0,14.0,16.0,23.5125,0.5892857142857143,0.5357142857142857,0.0535714285714285,246.0,0.82502216,68.0,0.095007315,8.0,0.3958455,33.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477932.png,0.79736215,0.1373403,0.39278367,0.8967298,0.10760208,0.3621981,66.0,12.0,33.0,74.0,9.0,30.0
260,Sam Reinhart,8477933,C,29,79,39.0,81.0,24.0,18.0,20.502320675105487,1.0253164556962024,0.5316455696202531,0.4936708860759494,246.0,0.934019,77.0,0.449401,37.0,0.51289266,43.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477933.png,0.92844313,0.36554334,0.3967518,0.9203952,0.33099896,0.360438,77.0,30.0,33.0,76.0,28.0,30.0
261,Leon Draisaitl,8477934,C,29,71,52.0,106.0,30.0,24.0,21.51737089201878,1.4929577464788732,0.7605633802816901,0.7323943661971831,259.0,0.8896766,73.0,0.53109026,44.0,0.94784284,78.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477934.png,0.9653763,0.5138994,0.89878714,0.87752175,0.41429934,0.7476118,80.0,43.0,74.0,72.0,34.0,62.0
262,Sam Bennett,8477935,C,28,76,25.0,51.0,17.0,9.0,17.453508771929826,0.6710526315789473,0.3421052631578947,0.3289473684210526,246.0,0.845643,70.0,0.30475348,25.0,0.32545498,27.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477935.png,0.91148514,0.2994781,0.3730801,0.8766834,0.265314,0.34553206,75.0,25.0,31.0,72.0,22.0,29.0
263,Haydn Fleury,8477938,D,28,39,0.0,7.0,4.0,3.0,15.927777777777775,0.1794871794871795,0.1794871794871795,0.0,275.0,0.32215193,27.0,0.022154806,2.0,0.112340756,10.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477938.png,0.37963563,0.029605879,0.11793598,0.45146322,0.035693716,0.118992455,32.0,3.0,10.0,38.0,3.0,10.0
264,William Nylander,8477939,R,28,82,45.0,84.0,23.0,16.0,19.509552845528454,1.024390243902439,0.4756097560975609,0.5487804878048781,267.0,0.9365572,77.0,0.47251865,39.0,0.5544271,46.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477939.png,0.94615364,0.3279969,0.4424054,0.9588076,0.3403393,0.44710132,78.0,27.0,37.0,79.0,28.0,37.0
265,Nikolaj Ehlers,8477940,L,28,69,24.0,63.0,27.0,12.0,15.794927536231883,0.9130434782608696,0.5652173913043478,0.3478260869565217,275.0,0.8780279,72.0,0.31685632,26.0,0.4781102,40.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8477940.png,0.869278,0.3177339,0.4547754,0.8608304,0.29958808,0.4428149,72.0,27.0,38.0,71.0,25.0,37.0
266,Kevin Fiala,8477942,L,28,81,35.0,60.0,14.0,11.0,18.51358024691358,0.7407407407407407,0.3086419753086419,0.4320987654320987,249.0,0.9449862,78.0,0.36934194,31.0,0.48594588,40.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477942.png,0.9142594,0.34920105,0.50702375,0.9476683,0.2893381,0.45198613,75.0,29.0,42.0,78.0,24.0,38.0
267,Jakub Vrana,8477944,L,28,39,9.0,14.0,3.0,2.0,10.350427350427353,0.358974358974359,0.1282051282051282,0.2307692307692307,212.0,0.4433556,37.0,0.14383633,12.0,0.13080296,11.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477944.png,0.10104193,0.012026702,0.0917679,0.07069816,0.04233261,0.083329715,9.0,1.0,8.0,6.0,4.0,7.0
268,Dylan Larkin,8477946,C,28,82,30.0,70.0,27.0,13.0,20.07073170731708,0.8536585365853658,0.4878048780487805,0.3658536585365853,235.0,0.89243186,74.0,0.3935783,33.0,0.5357509,44.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477946.png,0.9415523,0.4212686,0.57885087,0.8748647,0.48785153,0.5524011,78.0,35.0,48.0,72.0,41.0,46.0
